ibnr;ld;dst;kz;name;length;namel;dstabk;gonr;goabk;gdenr;gemeinde;kt;bp;vp;vg;vd;ycoord;xcoord;height;karte1;karte2
8575151;85;75151;1;Carena;6;;;801;PAG;5002;Bellinzona;TI;*;*;;;727'243;114'323;956;▲;▲
8531086;85;31086;2;Carjöl;6;;;109;DKB-dpb;3851;Davos;GR;*;*;;;781'980;184'208;1624;▲;▲
8577312;85;77312;7;Carnago, Arbustello;19;;;801;PAG;5208;Origlio;TI;*;*;;;716'988;100'894;445;▲;▲
8575355;85;75355;8;Carnago, Chiesa;15;;;801;PAG;5208;Origlio;TI;*;*;;;716'992;101'294;448;▲;▲
8575349;85;75349;1;Carnago, Deca;13;;;801;PAG;5208;Origlio;TI;*;*;;;716'755;100'559;448;▲;▲
8575350;85;75350;9;Carnago, Paese;14;;;801;PAG;5208;Origlio;TI;*;*;;;716'953;101'139;449;▲;▲
8509261;85;9261;9;Carolina;8;;CARO;72;RhB;3746;Zernez;GR;*;*;;;800'550;172'144;1568;▲;▲
8575309;85;75309;5;Carona, Bellavista;18;;;801;PAG;5192;Lugano;TI;*;*;;;716'300;90'964;611;▲;▲
8575307;85;75307;9;Carona, Ciona;13;;;801;PAG;5192;Lugano;TI;*;*;;;716'325;91'580;627;▲;▲
8575308;85;75308;7;Carona, Nodivra;15;;;801;PAG;5192;Lugano;TI;*;*;;;716'449;91'283;623;▲;▲
8505757;85;5757;0;Carona, Paese;13;;;801;PAG;5192;Lugano;TI;*;*;;;716'094;90'645;595;▲;▲
8592668;85;92668;3;Carouge GE, Ancienne;20;;;881;TPG;6608;Carouge (GE);GE;*;*;;;499'790;115'247;385;▲;▲
8592669;85;92669;1;Carouge GE, Armes;17;;;881;TPG;6608;Carouge (GE);GE;*;*;;;499'753;115'869;379;▲;▲
8595015;85;95015;4;Carouge GE, Battelle;20;;;881;TPG;6608;Carouge (GE);GE;*;*;;;499'668;114'995;390;▲;▲
8593199;85;93199;8;Carouge GE, Baumgartner;23;;;881;TPG;6608;Carouge (GE);GE;*;*;;;499'631;114'265;414;▲;▲
8592671;85;92671;7;Carouge GE, Dépot Bachet;24;;;881;TPG;6608;Carouge (GE);GE;*;*;;;499'135;114'667;391;▲;▲
8592672;85;92672;5;Carouge GE, Dépot Coursive;26;;;881;TPG;6608;Carouge (GE);GE;*;*;;;499'135;114'667;391;▲;▲
8592670;85;92670;9;Carouge GE, De Staël;20;;;881;TPG;6608;Carouge (GE);GE;*;*;;;499'150;114'693;391;▲;▲
8592673;85;92673;3;Carouge GE, Fillion;19;;;881;TPG;6608;Carouge (GE);GE;*;*;;;500'110;114'875;419;▲;▲
8592674;85;92674;1;Carouge GE, Fontenette;22;;;881;TPG;6608;Carouge (GE);GE;*;*;;;500'190;115'627;380;▲;▲
8592667;85;92667;5;Carouge GE, Gavard;18;;;881;TPG;6608;Carouge (GE);GE;*;*;;;499'399;115'714;381;▲;▲
8592675;85;92675;8;Carouge GE, Grange-Collomb;26;;;881;TPG;6608;Carouge (GE);GE;*;*;;;499'577;114'615;409;▲;▲
8592677;85;92677;4;Carouge GE, Marché;18;;;881;TPG;6608;Carouge (GE);GE;*;*;;;499'762;115'594;381;▲;▲
8592678;85;92678;2;Carouge GE, Moraines;20;;;881;TPG;6608;Carouge (GE);GE;*;*;;;500'072;115'360;384;▲;▲
8592679;85;92679;0;Carouge GE, P+R Etoile;22;;;881;TPG;6608;Carouge (GE);GE;*;*;;;498'801;115'980;376;▲;▲
8592842;85;92842;4;Carouge GE, Pictet-Thellusson;29;;;881;TPG;6608;Carouge (GE);GE;*;*;;;499'047;116'116;378;▲;▲
8587437;85;87437;0;Carouge GE, Rondeau;19;;;881;TPG;6608;Carouge (GE);GE;*;*;;;499'600;115'100;423;▲;▲
8592996;85;92996;8;Carouge GE, Route des Jeunes;28;;;881;TPG;6628;Lancy;GE;*;*;;;498'865;114'795;389;▲;▲
8592680;85;92680;8;Carouge GE, Rue des Mouettes;28;;;881;TPG;6608;Carouge (GE);GE;*;*;;;499'516;116'077;377;▲;▲
8592681;85;92681;6;Carouge GE, Rue des Noirettes;29;;;881;TPG;6608;Carouge (GE);GE;*;*;;;499'112;115'987;378;▲;▲
8588802;85;88802;4;Carouge GE, Stade de Genève;27;;;881;TPG;6628;Lancy;GE;*;*;;;498'860;115'065;382;▲;▲
8587037;85;87037;8;Carouge GE, Tours;17;;;881;TPG;6608;Carouge (GE);GE;*;*;;;499'369;115'509;383;▲;▲
8592682;85;92682;4;Carouge GE, Val-d'Arve;22;;;881;TPG;6608;Carouge (GE);GE;*;*;;;500'506;115'619;380;▲;▲
8592683;85;92683;2;Carouge GE, Vautier;19;;;881;TPG;6608;Carouge (GE);GE;*;*;;;499'931;115'752;379;▲;▲
8592676;85;92676;6;Carouge GE, Vüy;15;;;881;TPG;6645;Veyrier;GE;*;*;;;500'335;114'695;419;▲;▲
8517142;85;17142;1;Carouge-Bachet;14;;CABA;11;CFF;6608;Carouge (GE);GE;*;;;;498'893;114'497;384;▲;▲
8518336;85;18336;8;Carouge-Bachet saut du Km;25;;CABS;11;CFF;5806;Jorat-Mézières;VD;*;;;;498'706;114'616;385;▲;▲
8504165;85;4165;7;Carrouge VD, centre;19;;;151;TL;5806;Jorat-Mézières;VD;*;*;;;549'259;161'891;728;▲;▲
8570425;85;70425;4;Carrouge VD, Croix d'Or;23;;;151;TL;5806;Jorat-Mézières;VD;*;*;;;548'334;161'034;728;▲;▲
8591904;85;91904;3;Carrouge VD, Ecorcheboeuf;25;;;151;TL;5806;Jorat-Mézières;VD;*;*;;;548'063;161'101;725;▲;▲
8557075;85;57075;4;Carrouge VD, Le Borgeau;23;;;801;PAG;5806;Jorat-Mézières;VD;*;*;;;550'061;161'257;716;▲;▲
8591932;85;91932;4;Carrouge VD, Ussières;21;;;151;TL;5806;Jorat-Mézières;VD;*;*;;;548'079;161'110;716;▲;▲
8587038;85;87038;6;Cartigny, village;17;;;881;TPG;6609;Cartigny;GE;*;*;;;490'447;114'493;426;▲;▲
8592684;85;92684;0;Cartigny, Croix-en-Champagne;28;;;881;TPG;6609;Cartigny;GE;*;*;;;491'476;114'384;433;▲;▲
8592685;85;92685;7;Cartigny, Eaumorte-Croisée;26;;;881;TPG;6609;Cartigny;GE;*;*;;;490'814;113'734;434;▲;▲
8592686;85;92686;5;Cartigny, La Passe;18;;;881;TPG;6609;Cartigny;GE;*;*;;;490'562;114'150;430;▲;▲
8592687;85;92687;3;Cartigny, Moulin-de-Vert;24;;;881;TPG;6609;Cartigny;GE;*;*;;;490'621;114'713;430;▲;▲
8587072;85;87072;5;Cartigny, Petite-Grave;22;;;881;TPG;6609;Cartigny;GE;*;*;;;492'107;114'519;432;▲;▲
8574962;85;74962;2;Casaccia, Cavril;16;;;801;PAG;3792;Bregaglia;GR;*;*;;;772'583;141'062;1556;▲;▲
8574963;85;74963;0;Casaccia, Löbbia;16;;;801;PAG;3792;Bregaglia;GR;*;*;;;770'889;138'435;1433;▲;▲
8509760;85;9760;0;Casaccia, Villaggio;19;;;801;PAG;3792;Bregaglia;GR;*;*;;;771'271;140'074;1455;▲;▲
8575552;85;75552;0;Casenzano, La Tempelina;23;;;801;PAG;5398;Gambarogno;TI;*;*;;;705'253;109'286;340;▲;▲
8575553;85;75553;8;Casenzano, Maggiolo;19;;;801;PAG;5398;Gambarogno;TI;*;*;;;704'826;109'134;340;▲;▲
8575551;85;75551;2;Casenzano, Paese;16;;;801;PAG;5398;Gambarogno;TI;*;*;;;705'483;109'459;328;▲;▲
8575550;85;75550;4;Casenzano, Roncaccio;20;;;801;PAG;5398;Gambarogno;TI;*;*;;;705'863;109'673;353;▲;▲
8577345;85;77345;7;Casima, Al Fosso;16;;;801;PAG;5249;Castel San Pietro;TI;*;*;;;724'200;83'600;594;▲;▲
8575587;85;75587;6;Casima, Paese;13;;;801;PAG;5249;Castel San Pietro;TI;*;*;;;723'905;83'330;628;▲;▲
8505397;85;5397;5;Caslano;7;;CASL;47;FLP;5171;Caslano;TI;*;*;;;711'419;92'817;289;▲;▲
8505674;85;5674;7;Caslano (lago);14;;;188;SNL;5171;Caslano;TI;*;*;;;712'028;91'950;289;▲;▲
8575261;85;75261;8;Casoro, Paese;13;;;801;PAG;5192;Lugano;TI;*;*;;;713'958;90'073;277;▲;▲
8505371;85;5371;0;Cassarate;9;;;116;FMB;5192;Lugano;TI;*;*;;;718'634;96'143;278;▲;▲
8587842;85;87842;1;Cassarate (lago);16;;;188;SNL;5192;Lugano;TI;*;*;;;718'609;96'000;273;▲;▲
8575376;85;75376;4;Cassarate, Lago;15;;;801;PAG;5192;Lugano;TI;*;*;;;718'529;96'046;273;▲;▲
8588972;85;88972;5;Cassarate, Lanchetta;20;;;737;SNL Auto;5192;Lugano;TI;*;*;;;718'375;96'075;275;▲;▲
8591590;85;91590;0;Cassarate, Lido;15;;;955;TPL;5192;Lugano;TI;*;*;;;718'121;96'103;279;▲;▲
8588971;85;88971;7;Cassarate, Monte Bré;20;;;737;SNL Auto;5192;Lugano;TI;*;*;;;718'609;96'021;273;▲;▲
8591591;85;91591;8;Cassarate, Scuole;17;;;955;TPL;5192;Lugano;TI;*;*;;;718'355;96'255;286;▲;▲
8575396;85;75396;2;Cassina d'Agno, Posta;21;;;801;PAG;5141;Agno;TI;*;*;;;712'574;94'405;344;▲;▲
8505559;85;5559;0;Castagnola (lago);17;;;188;SNL;5192;Lugano;TI;*;*;;;718'748;95'737;325;▲;▲
8530717;85;30717;3;Castagnola Heleneum (lago);26;;;188;SNL;5192;Lugano;TI;*;*;;;719'432;95'390;274;▲;▲
8594218;85;94218;5;Castagnola, Capolinea;21;;;955;TPL;5192;Lugano;TI;*;*;;;719'031;95'628;369;▲;▲
8575377;85;75377;2;Castagnola, Posta;17;;;801;PAG;5192;Lugano;TI;*;*;;;719'135;95'595;326;▲;▲
8575378;85;75378;0;Castagnola, Roncaccio;21;;;955;TPL;5192;Lugano;TI;*;*;;;719'960;95'816;370;▲;▲
8591592;85;91592;6;Castagnola, S. Domenico;23;;;955;TPL;5192;Lugano;TI;*;*;;;719'072;95'564;342;▲;▲
8591593;85;91593;4;Castagnola, S. Giorgio;22;;;955;TPL;5192;Lugano;TI;*;*;;;719'324;95'765;415;▲;▲
8588975;85;88975;8;Castagnola, S. Grato;20;;;737;SNL Auto;5192;Lugano;TI;*;*;;;719'756;95'712;296;▲;▲
8591594;85;91594;2;Castagnola, S. Michele;22;;;955;TPL;5192;Lugano;TI;*;*;;;718'927;95'830;400;▲;▲
8588976;85;88976;6;Castagnola, Salita Olivi;24;;;737;SNL Auto;5192;Lugano;TI;*;*;;;719'235;95'633;350;▲;▲
8591595;85;91595;9;Castagnola, Serenella;21;;;955;TPL;5192;Lugano;TI;*;*;;;718'885;95'702;352;▲;▲
8588970;85;88970;9;Castagnola, Tamporiva;21;;;737;SNL Auto;5192;Lugano;TI;*;*;;;719'407;95'612;387;▲;▲
8591596;85;91596;7;Castagnola, Vallée;18;;;955;TPL;5192;Lugano;TI;*;*;;;719'126;95'705;416;▲;▲
8591597;85;91597;5;Castagnola, Villa Favorita;26;;;955;TPL;5192;Lugano;TI;*;*;;;718'725;95'797;354;▲;▲
8580086;85;80086;2;Castaneda, Al Ronc;18;;;801;PAG;3805;Castaneda;GR;*;*;;;731'029;124'523;859;▲;▲
8580087;85;80087;0;Castaneda, Alla Leura;21;;;801;PAG;3805;Castaneda;GR;*;*;;;731'320;124'553;807;▲;▲
8505982;85;5982;4;Castaneda, Paese;16;;;801;PAG;3805;Castaneda;GR;*;*;;;731'090;124'262;773;▲;▲
8579684;85;79684;7;Castasegna, Farzett;19;;;801;PAG;3792;Bregaglia;GR;*;*;;;761'549;133'603;775;▲;▲
8583705;85;83705;4;Castasegna, Sura;16;;;801;PAG;3792;Bregaglia;GR;*;*;;;760'160;133'569;716;▲;▲
8509761;85;9761;8;Castasegna, Vecchia Dogana;26;;;801;PAG;3792;Bregaglia;GR;*;*;;;759'792;133'449;688;▲;▲
8575577;85;75577;7;Castel S.Pietro, Al Mulino;26;;;801;PAG;5249;Castel San Pietro;TI;*;*;;;720'728;80'623;382;▲;▲
8575581;85;75581;9;Castel S.Pietro, Al Roccolo;27;;;801;PAG;5249;Castel San Pietro;TI;*;*;;;722'212;80'293;481;▲;▲
8575578;85;75578;5;Castel S.Pietro, Bv. Corteglia;30;;;801;PAG;5249;Castel San Pietro;TI;*;*;;;720'982;80'317;397;▲;▲
8575582;85;75582;7;Castel S.Pietro, Obino;22;;;801;PAG;5249;Castel San Pietro;TI;*;*;;;722'254;80'418;498;▲;▲
8575580;85;75580;1;Castel S.Pietro, Posta;22;;;801;PAG;5249;Castel San Pietro;TI;*;*;;;721'956;80'136;449;▲;▲
8575579;85;75579;3;Castel S.Pietro,Pte Loverciano;30;;;801;PAG;5249;Castel San Pietro;TI;*;*;;;721'493;80'276;434;▲;▲
8583237;85;83237;8;Castel San Pietro, Scuole;25;;;801;PAG;5249;Castel San Pietro;TI;*;*;;;721'665;79'939;415;▲;▲
8575857;85;75857;3;Castelrotto, Ospedale;21;;;801;PAG;5178;Croglio;TI;*;*;;;708'509;94'430;428;▲;▲
8575688;85;75688;2;Castelrotto, Paese;18;;;801;PAG;5178;Croglio;TI;*;*;;;708'392;94'440;421;▲;▲
8575856;85;75856;5;Castelrotto, Valleggiolo;24;;;801;PAG;5178;Croglio;TI;*;*;;;708'540;94'713;479;▲;▲
8574746;85;74746;9;Castiel, Dorf;13;;;801;PAG;3921;Arosa;GR;*;*;;;765'255;189'904;1175;▲;▲
8574716;85;74716;2;Castiel, Galgenbühl;19;;;801;PAG;3921;Arosa;GR;*;*;;;766'737;189'519;1218;▲;▲
8518259;85;18259;2;Castione Impianto d'inversione;30;;CASI;11;FFS;5001;Arbedo-Castione;TI;*;;;;723'629;120'902;237;▲;▲
8518908;85;18908;4;Castione Nord (c bin);21;;CASN;11;FFS;5001;Arbedo-Castione;TI;*;;;;723'189;121'867;242;▲;▲
8505212;85;5212;6;Castione-Arbedo;15;;CAST;11;FFS;5001;Arbedo-Castione;TI;*;*;*;*;723'652;120'575;241;▲;▲
8575225;85;75225;3;Castione, Chiesa;16;;;801;PAG;5001;Arbedo-Castione;TI;*;*;;;724'039;120'826;253;▲;▲
8582983;85;82983;8;Castione, Posta;15;;;801;PAG;5001;Arbedo-Castione;TI;*;*;;;723'867;120'772;243;▲;▲
8581253;85;81253;7;Castione, Scuole Elementari;27;;;801;PAG;5001;Arbedo-Castione;TI;*;*;;;724'426;120'603;243;▲;▲
8581250;85;81250;3;Castione, Scuole Medie;22;;;801;PAG;5001;Arbedo-Castione;TI;*;*;;;724'316;120'664;242;▲;▲
8575224;85;75224;6;Castione, Stazione;18;;;801;PAG;5001;Arbedo-Castione;TI;*;*;;;723'686;120'492;238;▲;▲
8582982;85;82982;0;Castione, Via Cantonale;23;;;801;PAG;5001;Arbedo-Castione;TI;*;*;;;724'069;120'351;240;▲;▲
8575226;85;75226;1;Castione, Via S. Bernardino;27;;;801;PAG;5001;Arbedo-Castione;TI;*;*;;;724'399;120'472;242;▲;▲
8505952;85;5952;7;Castione, Villaggio;19;;;801;PAG;5001;Arbedo-Castione;TI;*;*;;;724'235;120'617;241;▲;▲
8509170;85;9170;2;Castrisch;9;;CASR;72;RhB;3619;Ilanz/Glion;GR;*;*;;*;737'031;182'380;655;▲;▲
8581172;85;81172;9;Castrisch, vitg;15;;;801;PAG;3619;Ilanz/Glion;GR;*;*;;;736'910;182'122;722;▲;▲
8581598;85;81598;5;Castrisch, Schleps;18;;;801;PAG;3619;Ilanz/Glion;GR;*;*;;;736'413;181'806;717;▲;▲
8578864;85;78864;6;Castro, Molino di Castro;24;;;862;ABl;5048;Acquarossa;TI;*;*;;;714'462;147'223;599;▲;▲
8578865;85;78865;3;Castro, Paese;13;;;862;ABl;5048;Acquarossa;TI;*;*;;;714'337;147'808;655;▲;▲
8575711;85;75711;2;Catto;5;;;801;PAG;5079;Quinto;TI;*;*;;;699'499;151'089;1245;▲;▲
8501371;85;1371;4;Caux;4;;CAUX;131;MVR-mtgn;5886;Montreux;VD;*;*;;*;561'560;142'322;1054;▲;▲
8530694;85;30694;4;Cavadura;8;;;3141;BGD/bgd;3961;Grüsch;GR;*;*;;;767'006;203'470;1166;▲;▲
8530871;85;30871;8;Cavadura (Schwänzelegg);23;;;3141;BGD/bgd;3961;Grüsch;GR;*;;;;767'006;203'470;1166;▲;▲
8509069;85;9069;6;Cavadürli;9;;CDUE;72;RhB;3871;Klosters-Serneus;GR;*;*;;;785'188;193'898;1352;▲;▲
8509358;85;9358;3;Cavaglia;8;;CAVA;72;RhB;3561;Poschiavo;GR;*;*;;*;800'477;138'100;1692;▲;▲
8575740;85;75740;1;Cavagnago;9;;;801;PAG;5072;Faido;TI;*;*;;;710'915;141'233;1021;▲;▲
8583444;85;83444;0;Cavaione;8;;;801;PAG;3551;Brusio;GR;*;*;;;806'582;125'502;1313;▲;▲
8505542;85;5542;6;Cavallino (lago);16;;;188;SNL;5192;Lugano;TI;*;*;;;719'240;93'586;274;▲;▲
8574895;85;74895;4;Cavardiras;10;;;801;PAG;3982;Disentis/Mustér;GR;*;*;;;710'553;174'211;1133;▲;▲
8505856;85;5856;0;Cavergno, Paese;15;;;817;FART Auto;5310;Cevio;TI;*;*;;;689'950;133'275;459;▲;▲
8591542;85;91542;1;Cavergno, Vingera;17;;;817;FART Auto;5310;Cevio;TI;*;*;;;690'250;133'325;470;▲;▲
8575569;85;75569;4;Caviano, Casa Fois;18;;;801;PAG;5398;Gambarogno;TI;*;*;;;702'633;107'188;243;▲;▲
8575570;85;75570;2;Caviano, Paese;14;;;801;PAG;5398;Gambarogno;TI;*;*;;;702'592;107'022;279;▲;▲
8505493;85;5493;2;Cavigliano;10;;CAVI;49;FART;5396;Terre di Pedemonte;TI;*;*;;;699'044;115'507;299;▲;▲
8576365;85;76365;6;Cavigliano, Bivio Onsernone;27;;;801;PAG;5396;Terre di Pedemonte;TI;*;*;;;698'635;115'545;321;▲;▲
8509188;85;9188;4;Cazis;5;;CAZI;72;RhB;3661;Cazis;GR;*;*;;*;752'456;176'234;658;▲;▲
8581652;85;81652;0;Cazis, Abzw. Klinik Beverin;27;;;801;PAG;3661;Cazis;GR;*;*;;;751'937;177'285;652;▲;▲
8570469;85;70469;2;Cazis, Ausserdorf;17;;;801;PAG;3661;Cazis;GR;*;*;;;752'005;176'807;658;▲;▲
8581650;85;81650;4;Cazis, Bündner Arena;20;;;801;PAG;3661;Cazis;GR;*;*;;;751'632;179'867;635;▲;▲
8582960;85;82960;6;Cazis, Cafluri;14;;;801;PAG;3661;Cazis;GR;*;*;;;752'250;176'230;666;▲;▲
8581651;85;81651;2;Cazis, Dorf;11;;;801;PAG;3661;Cazis;GR;*;*;;;752'086;176'525;660;▲;▲
8581864;85;81864;1;Cazis, Siedlung Realta;22;;;801;PAG;3661;Cazis;GR;*;*;;;751'981;177'683;640;▲;▲
8509252;85;9252;8;Celerina;8;;CELE;72;RhB;3782;Celerina/Schlarigna;GR;*;*;;*;785'680;154'272;1730;▲;▲
8530604;85;30604;3;Celerina BEST-lcs;17;;;238;BEST-lcs;3782;Celerina/Schlarigna;GR;*;*;;;785'264;154'131;1730;▲;▲
8509350;85;9350;0;Celerina Staz;13;;CELS;72;RhB;3782;Celerina/Schlarigna;GR;*;*;;*;786'207;153'807;1716;▲;▲
8531108;85;31108;4;Celerina Tschinas;17;;;147;BEST-smbb;3782;Celerina/Schlarigna;GR;*;*;;;784'912;154'400;1911;▲;▲
8574943;85;74943;2;Celerina, Cresta Kulm;21;;;766;SBC;3782;Celerina/Schlarigna;GR;*;*;;;785'233;153'655;1716;▲;▲
8574944;85;74944;0;Celerina, Cresta Palace;23;;;766;SBC;3782;Celerina/Schlarigna;GR;*;*;;;785'625;154'011;1730;▲;▲
8587926;85;87926;2;Celerina, Punt Schlattain;25;;;766;SBC;3782;Celerina/Schlarigna;GR;*;*;;;785'800;154'030;1724;▲;▲
8574977;85;74977;0;Celerina, Trais Fluors;22;;;766;SBC;3782;Celerina/Schlarigna;GR;*;*;;;785'955;154'355;1716;▲;▲
8581751;85;81751;0;Cerentino, Bivio Corsopra;25;;;801;PAG;5309;Cerentino;TI;*;*;;;685'269;129'374;1051;▲;▲
8575896;85;75896;1;Cerentino, Chiesa;17;;;801;PAG;5309;Cerentino;TI;*;*;;;685'303;129'076;1040;▲;▲
8575895;85;75895;3;Cerentino, Paese;16;;;801;PAG;5309;Cerentino;TI;*;*;;;685'384;128'785;981;▲;▲
8575899;85;75899;5;Cerentino, Pedipiodi;20;;;801;PAG;5309;Cerentino;TI;*;*;;;684'780;128'204;956;▲;▲
8575897;85;75897;9;Cerentino, Ponte per Corino;27;;;801;PAG;5309;Cerentino;TI;*;*;;;684'931;129'800;1079;▲;▲
8570626;85;70626;7;Cergnat, église;15;;;801;PAG;5410;Ormont-Dessous;VD;*;*;;;569'571;134'079;1052;▲;▲
8570627;85;70627;5;Cergnat, Les Noisetiers;23;;;801;PAG;5410;Ormont-Dessous;VD;*;*;;;568'883;133'612;1121;▲;▲
8570628;85;70628;3;Cergnat, Pied de Crettaz;24;;;801;PAG;5410;Ormont-Dessous;VD;*;*;;;568'625;133'204;1197;▲;▲
8575264;85;75264;2;Cernesio, Paese;15;;;801;PAG;5192;Lugano;TI;*;*;;;714'834;90'455;299;▲;▲
8582578;85;82578;6;Cerniat FR, église;18;;;801;PAG;2163;Val-de-Charmey;FR;*;*;;;578'394;164'631;923;▲;▲
8504916;85;4916;3;Cerniat FR, bif.;16;;;834;TPF Auto;2163;Val-de-Charmey;FR;*;*;;;577'786;163'333;857;▲;▲
8504797;85;4797;7;Cerniat FR, village;19;;;801;PAG;2163;Val-de-Charmey;FR;*;*;;;578'563;164'788;929;▲;▲
8570507;85;70507;9;Cerniat FR, L'Adde;18;;;801;PAG;2163;Val-de-Charmey;FR;*;*;;;579'099;165'584;938;▲;▲
8570508;85;70508;7;Cerniat FR, Les Riaux;21;;;801;PAG;2163;Val-de-Charmey;FR;*;*;;;579'175;165'875;932;▲;▲
8570474;85;70474;2;Cerniaz VD, La Croisée;22;;;801;PAG;5831;Valbroye;VD;*;*;;;558'675;175'275;685;▲;▲
8504252;85;4252;3;Cernier, centre;15;;CER;156;TRN/Autovr;6487;Val-de-Ruz;NE;*;*;;*;559'240;212'176;823;▲;▲
8579609;85;79609;4;Cernier, Bois du Pâquier;24;;;156;TRN/Autovr;6487;Val-de-Ruz;NE;*;*;;;558'821;212'029;822;▲;▲
8579610;85;79610;2;Cernier, Crêt Debély;20;;;156;TRN/Autovr;6487;Val-de-Ruz;NE;*;*;;;559'518;212'267;822;▲;▲
8589889;85;89889;0;Cernier, Evologia;17;;;156;TRN/Autovr;6487;Val-de-Ruz;NE;*;*;;;559'690;212'155;790;▲;▲
8575460;85;75460;6;Certara, Cardaiolo;18;;;801;PAG;5192;Lugano;TI;*;*;;;725'010;105'151;931;▲;▲
8575461;85;75461;4;Certara, Paese;14;;;801;PAG;5192;Lugano;TI;*;*;;;725'319;105'034;1001;▲;▲
8575279;85;75279;0;Certenago, Paese;16;;;801;PAG;5236;Collina d'Oro;TI;*;*;;;715'065;93'965;433;▲;▲
8593045;85;93045;3;Certoux, village;16;;;881;TPG;6632;Perly-Certoux;GE;*;*;;;495'173;112'518;425;▲;▲
8593044;85;93044;6;Certoux, Foulon;15;;;881;TPG;6632;Perly-Certoux;GE;*;*;;;495'371;112'466;434;▲;▲
8501164;85;1164;3;Cery-Fleur-de-Lys;17;;CEF;55;LEB;5589;Prilly;VD;*;*;;*;536'060;155'150;543;▲;▲
8593849;85;93849;8;Cery-Fleur-de-Lys, gare;23;;;151;TL;5589;Prilly;VD;*;*;;;536'079;155'158;540;▲;▲
8587909;85;87909;8;Cessy, centre;13;;;881;TPG;9998;(Ausland);-;*;*;;;494'487;130'329;530;▲;▲
8593217;85;93217;8;Cessy, Les Hauts-de-Cessy;25;;;881;TPG;9998;(Ausland);-;*;*;;;494'393;131'109;536;▲;▲
8578904;85;78904;0;Cevio, centro scolastico;24;;;817;FART Auto;5310;Cevio;TI;*;*;;;689'625;130'550;416;▲;▲
8587592;85;87592;2;Cevio, Boscioli;15;;;817;FART Auto;5310;Cevio;TI;*;*;;;689'850;129'775;416;▲;▲
8505484;85;5484;1;Cevio, Centro;13;;;817;FART Auto;5310;Cevio;TI;*;*;;;689'642;130'186;418;▲;▲
8575887;85;75887;0;Cevio, Posta;12;;;801;PAG;5310;Cevio;TI;*;*;;;689'603;130'177;419;▲;▲
8505485;85;5485;8;Cevio, Residenza Betulle;24;;;817;FART Auto;5310;Cevio;TI;*;*;;;689'801;131'076;420;▲;▲
8575888;85;75888;8;Cevio, Rovana;13;;;801;PAG;5310;Cevio;TI;*;*;;;689'371;129'787;435;▲;▲
8579417;85;79417;2;Cevio, Scuola Media;19;;;801;PAG;5310;Cevio;TI;*;*;;;689'653;130'545;419;▲;▲
8591543;85;91543;9;Cevio, Visletto;15;;;817;FART Auto;5310;Cevio;TI;*;*;;;690'270;129'249;405;▲;▲
8596066;85;96066;6;Châbles FR, école;17;;;834;TPF Auto;2055;Cheyres-Châbles;FR;*;*;;;551'926;186'287;570;▲;▲
8596055;85;96055;9;Châbles FR, Béthanie;20;;;834;TPF Auto;2055;Cheyres-Châbles;FR;*;*;;;551'254;185'755;540;▲;▲
8577610;85;77610;4;Châbles FR, Pales;17;;;834;TPF Auto;2055;Cheyres-Châbles;FR;*;*;;;552'106;186'417;569;▲;▲
8587579;85;87579;9;Châtaigneriaz;13;;;738;TPN;5717;Founex;VD;*;*;;;502'365;132'271;444;▲;▲
8571006;85;71006;1;Châtaignier;11;;;801;PAG;6133;Fully;VS;*;*;;;575'755;110'289;460;▲;▲
8501263;85;1263;3;Château-d'Hauteville;20;;CHTV;42;MVR-cev;5888;Saint-Légier-La Chiésaz;VD;*;*;;*;555'962;146'510;515;▲;▲
8501394;85;1394;6;Château-d'Oex;13;;CHOE;64;MOB;5841;Château-d'Oex;VD;*;*;;*;576'405;147'085;968;▲;▲
8531115;85;31115;9;Château-d'Oex Gérignoz;22;;;231;TCLB;5841;Château-d'Oex;VD;*;*;;;578'802;146'579;966;▲;▲
8501198;85;1198;1;Château-d'Oex La Palaz;22;;PALZ;64;MOB;5841;Château-d'Oex;VD;*;*;;;577'195;147'259;980;▲;▲
8530674;85;30674;6;Château-d'Oex TCPM/TPBM;23;;;231;TCLB;5841;Château-d'Oex;VD;*;*;;;576'606;147'068;958;▲;▲
8570618;85;70618;4;Château-d'Oex, gare;19;;;801;PAG;5841;Château-d'Oex;VD;*;*;;;576'530;147'128;967;▲;▲
8570619;85;70619;2;Château-d'Oex, Le Petit-Pré;27;;;801;PAG;5841;Château-d'Oex;VD;*;*;;;575'967;146'691;930;▲;▲
8501266;85;1266;6;Château-de-Blonay;17;;CHBL;42;MVR-cev;5881;Blonay;VD;*;*;;*;557'994;146'482;605;▲;▲
8501234;85;1234;4;Château-de-Chillon (lac);24;;CHCH;184;CGN;5891;Veytaux;VD;*;*;;;560'830;140'298;373;▲;▲
8570708;85;70708;3;Châteauneuf (Conthey), centre;29;;;801;PAG;6023;Conthey;VS;*;*;;;589'584;118'695;490;▲;▲
8582264;85;82264;3;Châteauneuf (Conthey), Gemo;27;;;801;PAG;6023;Conthey;VS;*;*;;;589'608;119'141;495;▲;▲
8570707;85;70707;5;Châteauneuf (Conthey), Pinède;29;;;801;PAG;6023;Conthey;VS;*;*;;;589'858;118'884;499;▲;▲
8501510;85;1510;7;Châteauneuf-Conthey;19;;CHF;11;CFF;6023;Conthey;VS;*;*;*;*;589'695;118'304;510;▲;▲
